Jobs Available
19796.0
2113.0
24363.0
113.0
10290.0
10414.0
12200.0
19435.0
1059.0
5500.0
2600.0
7776.0
8400.0
70801.0
9420.0
115163.0
1400.0
8125.0
4704.0
8288.0
43418.0
23500.0
150.0
40749.0
3401.0
47778.0
2444.0
133917.0
26916.0
1200.0
139.0
4529.0
4840.0
5690.0
22578.0
6107.0
74286.0
5401.0
10900.0
5529.0
45146.0
81878.0
1800.0
2.0
17143.0
72989.0
17539.0
61.0
235.0
3696.0
150.0
7629.0
2700.0
1166.0
1121.0
2200.0
11900.0
1100.0
135.0
5402.0
27800.0
23.0
4583.0
384.0
6212.0
6806.0
1882.0
5651.0
60617.0
257.0
3425.0
11909.0
59.0
4860.0
33160.0
65548.0
786.0
1200.0
3294.0
