Benefits URL,Competitors,Founded,Headquarters,Industry,Name,Now known as,Overview URL,Part of,Revenue,Salary URL,Size,Type,Website
"https://www.glassdoor.com/Benefits/Chegg-US-Benefits-EI_IE237819.0,5_IL.6,8_IN1.htm",,2005,"Santa Clara, CA",Consumer Product Rental,Chegg,,"https://www.glassdoor.com/Overview/Working-at-Chegg-EI_IE237819.11,16.htm",,$100 to $500 million (USD) per year,https://www.glassdoor.com/Salary/Chegg-Salaries-E237819.htm,501 to 1000 employees,Company - Public (CHGG),www.chegg.com
"https://www.glassdoor.com/Benefits/Pandora-Media-LLC-US-Benefits-EI_IE262334.0,17_IL.18,20_IN1.htm",Unknown,2000,"Oakland, CA",Radio,"Pandora Media, LLC",,"https://www.glassdoor.com/Overview/Working-at-Pandora-Media-LLC-EI_IE262334.11,28.htm",,$500 million to $1 billion (USD) per year,https://www.glassdoor.com/Salary/Pandora-Media-LLC-Salaries-E262334.htm,1001 to 5000 employees,Company - Public (P),www.pandora.com
"https://www.glassdoor.com/Benefits/SRI-International-US-Benefits-EI_IE3389.0,17_IL.18,20_IN1.htm",,1946,"Menlo Park, CA",Research & Development,SRI International,,"https://www.glassdoor.com/Overview/Working-at-SRI-International-EI_IE3389.11,28.htm",,$500 million to $1 billion (USD) per year,https://www.glassdoor.com/Salary/SRI-International-Salaries-E3389.htm,1001 to 5000 employees,Nonprofit Organization,www.sri.com
"https://www.glassdoor.com/Benefits/Denny-s-US-Benefits-EI_IE2566.0,7_IL.8,10_IN1.htm",Unknown,1953,"Spartanburg, SC",Casual Restaurants,Denny's,,"https://www.glassdoor.com/Overview/Working-at-Denny-s-EI_IE2566.11,18.htm",,$100 to $500 million (USD) per year,https://www.glassdoor.com/Salary/Denny-s-Salaries-E2566.htm,5001 to 10000 employees,Company - Public (DENN),www.dennys.com
"https://www.glassdoor.com/Benefits/Amazon-Flex-US-Benefits-EI_IE1324363.0,11_IL.12,14_IN1.htm",Unknown,Unknown,"Houston, TX",Unknown,Amazon Flex,,"https://www.glassdoor.com/Overview/Working-at-Amazon-Flex-EI_IE1324363.11,22.htm",,Unknown / Non-Applicable per year,https://www.glassdoor.com/Salary/Amazon-Flex-Salaries-E1324363.htm,5001 to 10000 employees,Subsidiary or Business Segment,flex.amazon.com
"https://www.glassdoor.com/Benefits/Milestone-Technologies-US-Benefits-EI_IE14799.0,22_IL.23,25_IN1.htm","World Wide Technology, Accenture, Taos",1997,"Fremont, CA",IT Services,Milestone Technologies,,"https://www.glassdoor.com/Overview/Working-at-Milestone-Technologies-EI_IE14799.11,33.htm",,$100 to $500 million (USD) per year,https://www.glassdoor.com/Salary/Milestone-Technologies-Salaries-E14799.htm,501 to 1000 employees,Company - Private,www.milestone.tech
"https://www.glassdoor.com/Benefits/World-Financial-Group-US-Benefits-EI_IE148185.0,21_IL.22,24_IN1.htm",Unknown,2001,"Duluth, GA",Investment Banking & Asset Management,World Financial Group,,"https://www.glassdoor.com/Overview/Working-at-World-Financial-Group-EI_IE148185.11,32.htm",,$50 to $100 million (USD) per year,https://www.glassdoor.com/Salary/World-Financial-Group-Salaries-E148185.htm,201 to 500 employees,Subsidiary or Business Segment,www.worldfinancialgroup.com
"https://www.glassdoor.com/Benefits/American-Specialty-Health-US-Benefits-EI_IE23151.0,25_IL.26,28_IN1.htm","RedBrick Health, Tivity Health",1987,"Carmel, IN",Health Care Services & Hospitals,American Specialty Health,,"https://www.glassdoor.com/Overview/Working-at-American-Specialty-Health-EI_IE23151.11,36.htm",,$100 to $500 million (USD) per year,https://www.glassdoor.com/Salary/American-Specialty-Health-Salaries-E23151.htm,1001 to 5000 employees,Company - Private,www.ashcompanies.com
"https://www.glassdoor.com/Benefits/East-West-Bank-US-Benefits-EI_IE9089.0,14_IL.15,17_IN1.htm","Chase, Bank of America, Wells Fargo",1973,"Pasadena, CA",Banks & Credit Unions,East West Bank,,"https://www.glassdoor.com/Overview/Working-at-East-West-Bank-EI_IE9089.11,25.htm",,$10+ billion (USD) per year,https://www.glassdoor.com/Salary/East-West-Bank-Salaries-E9089.htm,1001 to 5000 employees,Company - Public (EWBC),www.eastwestbank.com
"https://www.glassdoor.com/Benefits/Loma-Linda-University-Health-US-Benefits-EI_IE19733.0,28_IL.29,31_IN1.htm",,1967,"Loma Linda, CA",Health Care Services & Hospitals,Loma Linda University Health,,"https://www.glassdoor.com/Overview/Working-at-Loma-Linda-University-Health-EI_IE19733.11,39.htm",,$1 to $2 billion (USD) per year,https://www.glassdoor.com/Salary/Loma-Linda-University-Health-Salaries-E19733.htm,10000+ employees,Nonprofit Organization,www.lomalindahealth.org
"https://www.glassdoor.com/Benefits/Penske-Motor-Group-US-Benefits-EI_IE510101.0,18_IL.19,21_IN1.htm",,1988,"El Monte, CA",Vehicle Dealers,Penske Motor Group,,"https://www.glassdoor.com/Overview/Working-at-Penske-Motor-Group-EI_IE510101.11,29.htm",,$1 to $2 billion (USD) per year,https://www.glassdoor.com/Salary/Penske-Motor-Group-Salaries-E510101.htm,1001 to 5000 employees,Company - Private,www.penskemotorgroup.com
"https://www.glassdoor.com/Benefits/GE-US-Benefits-EI_IE277.0,2_IL.3,5_IN1.htm",,1892,"Boston, MA",Enterprise Software & Network Solutions,GE,,"https://www.glassdoor.com/Overview/Working-at-GE-EI_IE277.11,13.htm",,$10+ billion (USD) per year,https://www.glassdoor.com/Salary/GE-Salaries-E277.htm,10000+ employees,Company - Public (GE),www.ge.com
"https://www.glassdoor.com/Benefits/Little-Caesar-s-US-Benefits-EI_IE2877.0,15_IL.16,18_IN1.htm",Unknown,1959,"Detroit, MI",Fast-Food & Quick-Service Restaurants,Little Caesar's,,"https://www.glassdoor.com/Overview/Working-at-Little-Caesar-s-EI_IE2877.11,26.htm",,$100 to $500 million (USD) per year,https://www.glassdoor.com/Salary/Little-Caesar-s-Salaries-E2877.htm,5001 to 10000 employees,Company - Private,www.littlecaesars.com
"https://www.glassdoor.com/Benefits/Honeywell-US-Benefits-EI_IE28.0,9_IL.10,12_IN1.htm",,1885,"Charlotte, NC",Computer Hardware & Software,Honeywell,,"https://www.glassdoor.com/Overview/Working-at-Honeywell-EI_IE28.11,20.htm",,$10+ billion (USD) per year,https://www.glassdoor.com/Salary/Honeywell-Salaries-E28.htm,10000+ employees,Company - Public (HON),www.honeywell.com
"https://www.glassdoor.com/Benefits/Express-US-Benefits-EI_IE14597.0,7_IL.8,10_IN1.htm","Gap, The Limited, Guess?",1980,"Columbus, OH","Department, Clothing, & Shoe Stores",Express,,"https://www.glassdoor.com/Overview/Working-at-Express-EI_IE14597.11,18.htm",,$2 to $5 billion (USD) per year,https://www.glassdoor.com/Salary/Express-Salaries-E14597.htm,10000+ employees,Company - Public (EXPR),www.express.com
"https://www.glassdoor.com/Benefits/VXI-Global-Solutions-US-Benefits-EI_IE249109.0,20_IL.21,23_IN1.htm",,1998,"Los Angeles, CA",Staffing & Outsourcing,VXI Global Solutions,,"https://www.glassdoor.com/Overview/Working-at-VXI-Global-Solutions-EI_IE249109.11,31.htm",,$100 to $500 million (USD) per year,https://www.glassdoor.com/Salary/VXI-Global-Solutions-Salaries-E249109.htm,10000+ employees,Company - Private,www.vxi.com
"https://www.glassdoor.com/Benefits/Varian-Medical-Systems-US-Benefits-EI_IE9111.0,22_IL.23,25_IN1.htm",Unknown,1950,"Palo Alto, CA",Biotech & Pharmaceuticals,Varian Medical Systems,,"https://www.glassdoor.com/Overview/Working-at-Varian-Medical-Systems-EI_IE9111.11,33.htm",,$2 to $5 billion (USD) per year,https://www.glassdoor.com/Salary/Varian-Medical-Systems-Salaries-E9111.htm,5001 to 10000 employees,Company - Public (VAR),www.varian.com
"https://www.glassdoor.com/Benefits/BioMarin-Pharmaceutical-US-Benefits-EI_IE9303.0,23_IL.24,26_IN1.htm",,1997,"San Rafael, CA",Biotech & Pharmaceuticals,BioMarin Pharmaceutical,,"https://www.glassdoor.com/Overview/Working-at-BioMarin-Pharmaceutical-EI_IE9303.11,34.htm",,$1 to $2 billion (USD) per year,https://www.glassdoor.com/Salary/BioMarin-Pharmaceutical-Salaries-E9303.htm,1001 to 5000 employees,Company - Public (BMRN),www.biomarin.com
"https://www.glassdoor.com/Benefits/Allstate-US-Benefits-EI_IE2341.0,8_IL.9,11_IN1.htm","Progressive Insurance, State Farm, Farmers Insurance Group",1931,"Northbrook, IL",Unknown,Allstate,,"https://www.glassdoor.com/Overview/Working-at-Allstate-EI_IE2341.11,19.htm",,$10+ billion (USD) per year,https://www.glassdoor.com/Salary/Allstate-Salaries-E2341.htm,10000+ employees,Company - Public (ALL),www.allstate.com
"https://www.glassdoor.com/Benefits/lululemon-US-Benefits-EI_IE42589.0,9_IL.10,12_IN1.htm",Unknown,1998,"Vancouver, BC (Canada)","Department, Clothing, & Shoe Stores",lululemon,,"https://www.glassdoor.com/Overview/Working-at-lululemon-EI_IE42589.11,20.htm",,$2 to $5 billion (USD) per year,https://www.glassdoor.com/Salary/lululemon-Salaries-E42589.htm,1001 to 5000 employees,Company - Public (LULU),www.lululemon.com
"https://www.glassdoor.com/Benefits/JRK-Property-Holdings-US-Benefits-EI_IE436696.0,21_IL.22,24_IN1.htm",,1991,"Los Angeles, CA",Real Estate,JRK Property Holdings,,"https://www.glassdoor.com/Overview/Working-at-JRK-Property-Holdings-EI_IE436696.11,32.htm",,Unknown / Non-Applicable,https://www.glassdoor.com/Salary/JRK-Property-Holdings-Salaries-E436696.htm,1001 to 5000 employees,Company - Private,www.jrkpropholdings.com
"https://www.glassdoor.com/Benefits/NASA-Ames-Research-Center-US-Benefits-EI_IE29152.0,25_IL.26,28_IN1.htm",Unknown,2003,"Mountain View, CA",Federal Agencies,NASA Ames Research Center,,"https://www.glassdoor.com/Overview/Working-at-NASA-Ames-Research-Center-EI_IE29152.11,36.htm",,Unknown / Non-Applicable per year,https://www.glassdoor.com/Salary/NASA-Ames-Research-Center-Salaries-E29152.htm,501 to 1000 employees,Government,www.arc.nasa.gov
"https://www.glassdoor.com/Benefits/Slalom-US-Benefits-EI_IE31102.0,6_IL.7,9_IN1.htm",,2001,"Seattle, WA",Consulting,Slalom,,"https://www.glassdoor.com/Overview/Working-at-Slalom-EI_IE31102.11,17.htm",,$1 to $2 billion (USD) per year,https://www.glassdoor.com/Salary/Slalom-Salaries-E31102.htm,5001 to 10000 employees,Company - Private,www.slalom.com
"https://www.glassdoor.com/Benefits/Center-for-Autism-and-Related-Disorders-US-Benefits-EI_IE342598.0,39_IL.40,42_IN1.htm",,1990,"Woodland Hills, CA",Health Care Services & Hospitals,Center for Autism and Related Disorders,,"https://www.glassdoor.com/Overview/Working-at-Center-for-Autism-and-Related-Disorders-EI_IE342598.11,50.htm",,$25 to $50 million (USD) per year,https://www.glassdoor.com/Salary/Center-for-Autism-and-Related-Disorders-Salaries-E342598.htm,1001 to 5000 employees,Company - Private,www.centerforautism.com
"https://www.glassdoor.com/Benefits/Pier-1-Imports-US-Benefits-EI_IE532.0,14_IL.15,17_IN1.htm","Pottery Barn, Cost Plus, Crate and Barrel",1962,"Fort Worth, TX",Home Furniture & Housewares Stores,Pier 1 Imports,,"https://www.glassdoor.com/Overview/Working-at-Pier-1-Imports-EI_IE532.11,25.htm",,$1 to $2 billion (USD) per year,https://www.glassdoor.com/Salary/Pier-1-Imports-Salaries-E532.htm,10000+ employees,Company - Public (PIR),www.pier1.com
"https://www.glassdoor.com/Benefits/Toshiba-US-Benefits-EI_IE3543.0,7_IL.8,10_IN1.htm","Schneider Electric, Powell Industries, Siemens",1939,Tokyo (Japan),Industrial Manufacturing,Toshiba,,"https://www.glassdoor.com/Overview/Working-at-Toshiba-EI_IE3543.11,18.htm",,$1 to $2 billion (USD) per year,https://www.glassdoor.com/Salary/Toshiba-Salaries-E3543.htm,1001 to 5000 employees,Company - Public (6502),www.toshiba.com/tic
"https://www.glassdoor.com/Benefits/Technicolor-US-Benefits-EI_IE20037.0,11_IL.12,14_IN1.htm",Unknown,1915,Issy-les-Moulineaux (France),Motion Picture Production & Distribution,Technicolor,,"https://www.glassdoor.com/Overview/Working-at-Technicolor-EI_IE20037.11,22.htm",,$2 to $5 billion (USD) per year,https://www.glassdoor.com/Salary/Technicolor-Salaries-E20037.htm,10000+ employees,Company - Public (TCLRY),www.technicolor.com
"https://www.glassdoor.com/Benefits/California-Pizza-Kitchen-US-Benefits-EI_IE5658.0,24_IL.25,27_IN1.htm",Unknown,1985,"Playa Vista, CA",Casual Restaurants,California Pizza Kitchen,,"https://www.glassdoor.com/Overview/Working-at-California-Pizza-Kitchen-EI_IE5658.11,35.htm",,$500 million to $1 billion (USD) per year,https://www.glassdoor.com/Salary/California-Pizza-Kitchen-Salaries-E5658.htm,10000+ employees,Company - Private,www.cpk.com
"https://www.glassdoor.com/Benefits/Equity-Residential-US-Benefits-EI_IE3635.0,18_IL.19,21_IN1.htm",,1993,"Chicago, IL",Real Estate,Equity Residential,,"https://www.glassdoor.com/Overview/Working-at-Equity-Residential-EI_IE3635.11,29.htm",,$2 to $5 billion (USD) per year,https://www.glassdoor.com/Salary/Equity-Residential-Salaries-E3635.htm,1001 to 5000 employees,Company - Public (EQR),www.careers.equityapartments.com
"https://www.glassdoor.com/Benefits/Plantronics-US-Benefits-EI_IE2502.0,11_IL.12,14_IN1.htm","Jabra, Bose, Cisco Systems",1961,"Santa Cruz, CA",Telecommunications Manufacturing,Plantronics,Poly,"https://www.glassdoor.com/Overview/Working-at-Plantronics-EI_IE2502.11,22.htm",,$1 to $2 billion (USD) per year,https://www.glassdoor.com/Salary/Plantronics-Salaries-E2502.htm,5001 to 10000 employees,Company - Public (PLT),www.plantronics.com
"https://www.glassdoor.com/Benefits/Belkin-US-Benefits-EI_IE11866.0,6_IL.7,9_IN1.htm","NETGEAR, Griffin Technology, Incase (California)",1983,"Playa Vista, CA",Consumer Products Manufacturing,Belkin,,"https://www.glassdoor.com/Overview/Working-at-Belkin-EI_IE11866.11,17.htm",,$500 million to $1 billion (USD) per year,https://www.glassdoor.com/Salary/Belkin-Salaries-E11866.htm,1001 to 5000 employees,Company - Private,www.belkin.com
"https://www.glassdoor.com/Benefits/Boston-Scientific-US-Benefits-EI_IE2187.0,17_IL.18,20_IN1.htm",,1979,"Marlborough, MA",Health Care Products Manufacturing,Boston Scientific,,"https://www.glassdoor.com/Overview/Working-at-Boston-Scientific-EI_IE2187.11,28.htm",,$5 to $10 billion (USD) per year,https://www.glassdoor.com/Salary/Boston-Scientific-Salaries-E2187.htm,10000+ employees,Company - Public (BSX),www.bostonscientific.com
"https://www.glassdoor.com/Benefits/Hyundai-Capital-America-US-Benefits-EI_IE314017.0,23_IL.24,26_IN1.htm",,1989,"Irvine, CA",Lending,Hyundai Capital America,,"https://www.glassdoor.com/Overview/Working-at-Hyundai-Capital-America-EI_IE314017.11,34.htm",Hyundai,Unknown / Non-Applicable,https://www.glassdoor.com/Salary/Hyundai-Capital-America-Salaries-E314017.htm,1001 to 5000 employees,Subsidiary or Business Segment,www.hyundaicapitalamerica.com
"https://www.glassdoor.com/Benefits/Pacific-Life-US-Benefits-EI_IE18071.0,12_IL.13,15_IN1.htm","MetLife, Lincoln Financial Group, Prudential",1868,"Newport Beach, CA",Insurance Carriers,Pacific Life,,"https://www.glassdoor.com/Overview/Working-at-Pacific-Life-EI_IE18071.11,23.htm",,$5 to $10 billion (USD) per year,https://www.glassdoor.com/Salary/Pacific-Life-Salaries-E18071.htm,1001 to 5000 employees,Company - Private,www.pacificlife.com
"https://www.glassdoor.com/Benefits/Pepperdine-University-US-Benefits-EI_IE23692.0,21_IL.22,24_IN1.htm",Unknown,1937,"Malibu, CA",Colleges & Universities,Pepperdine University,,"https://www.glassdoor.com/Overview/Working-at-Pepperdine-University-EI_IE23692.11,32.htm",,Unknown / Non-Applicable,https://www.glassdoor.com/Salary/Pepperdine-University-Salaries-E23692.htm,1001 to 5000 employees,College / University,www.pepperdine.edu
"https://www.glassdoor.com/Benefits/Revel-Systems-US-Benefits-EI_IE628623.0,13_IL.14,16_IN1.htm","MICROS Systems, NCR, Radiant Systems",2010,"Atlanta, GA",Enterprise Software & Network Solutions,Revel Systems,,"https://www.glassdoor.com/Overview/Working-at-Revel-Systems-EI_IE628623.11,24.htm",,$50 to $100 million (USD) per year,https://www.glassdoor.com/Salary/Revel-Systems-Salaries-E628623.htm,501 to 1000 employees,Company - Private,www.revelsystems.com
"https://www.glassdoor.com/Benefits/LeapFrog-US-Benefits-EI_IE14879.0,8_IL.9,11_IN1.htm",Unknown,1995,"Emeryville, CA",Consumer Products Manufacturing,LeapFrog,,"https://www.glassdoor.com/Overview/Working-at-LeapFrog-EI_IE14879.11,19.htm",,$100 to $500 million (USD) per year,https://www.glassdoor.com/Salary/LeapFrog-Salaries-E14879.htm,501 to 1000 employees,Company - Public (LF),www.leapfrog.com
"https://www.glassdoor.com/Benefits/Uniqlo-US-Benefits-EI_IE320880.0,6_IL.7,9_IN1.htm","Zara, Topshop, H&M",Unknown,"Yamaguchi, Yamaguchi (Japan)","Department, Clothing, & Shoe Stores",Uniqlo,,"https://www.glassdoor.com/Overview/Working-at-Uniqlo-EI_IE320880.11,17.htm",,$10+ billion (USD) per year,https://www.glassdoor.com/Salary/Uniqlo-Salaries-E320880.htm,10000+ employees,Company - Private,www.uniqlo.com
"https://www.glassdoor.com/Benefits/Avaya-US-Benefits-EI_IE12121.0,5_IL.6,8_IN1.htm","Cisco Systems, Mitel Networks, RingCentral",2000,"Santa Clara, CA",Telecommunications Services,Avaya,,"https://www.glassdoor.com/Overview/Working-at-Avaya-EI_IE12121.11,16.htm",,$2 to $5 billion (USD) per year,https://www.glassdoor.com/Salary/Avaya-Salaries-E12121.htm,5001 to 10000 employees,Company - Public (AVYA),www.avaya.com
"https://www.glassdoor.com/Benefits/Salvation-Army-US-Benefits-EI_IE2965.0,14_IL.15,17_IN1.htm",Unknown,1865,"London, England (UK)",Religious Organizations,Salvation Army,,"https://www.glassdoor.com/Overview/Working-at-Salvation-Army-EI_IE2965.11,25.htm",,Unknown / Non-Applicable,https://www.glassdoor.com/Salary/Salvation-Army-Salaries-E2965.htm,5001 to 10000 employees,Nonprofit Organization,www.salvationarmy.org.uk
"https://www.glassdoor.com/Benefits/Alere-US-Benefits-EI_IE295450.0,5_IL.6,8_IN1.htm",Unknown,2001,"Waltham, MA",Biotech & Pharmaceuticals,Alere,,"https://www.glassdoor.com/Overview/Working-at-Alere-EI_IE295450.11,16.htm",Abbott Labs,$2 to $5 billion (USD) per year,https://www.glassdoor.com/Salary/Alere-Salaries-E295450.htm,5001 to 10000 employees,Company - Public (ALR),www.alere.com
"https://www.glassdoor.com/Benefits/The-Palo-Alto-Medical-Foundation-US-Benefits-EI_IE18292.0,32_IL.33,35_IN1.htm",Unknown,1948,"Mountain View, CA",Health Care Services & Hospitals,The Palo Alto Medical Foundation,,"https://www.glassdoor.com/Overview/Working-at-The-Palo-Alto-Medical-Foundation-EI_IE18292.11,43.htm",,Unknown / Non-Applicable per year,https://www.glassdoor.com/Salary/The-Palo-Alto-Medical-Foundation-Salaries-E18292.htm,1001 to 5000 employees,Nonprofit Organization,www.pamf.org
"https://www.glassdoor.com/Benefits/American-Advisors-Group-US-Benefits-EI_IE810956.0,23_IL.24,26_IN1.htm",Unknown,2004,"Orange, CA",Lending,American Advisors Group,,"https://www.glassdoor.com/Overview/Working-at-American-Advisors-Group-EI_IE810956.11,34.htm",,Unknown / Non-Applicable,https://www.glassdoor.com/Salary/American-Advisors-Group-Salaries-E810956.htm,1001 to 5000 employees,Company - Private,www.aag.com
